customer_id,plan_type,monthly_fee,tenure_months,avg_weekly_usage_hours,last_login_days,support_tickets,payment_failures,discount_used,churn_flag
5331,Basic,208,13,4.3,18,0,0,No,0
5332,Basic,210,6,5.9,42,0,0,No,0
5333,Basic,277,4,6.8,42,4,0,No,0
5334,Basic,293,28,4.8,34,3,0,Yes,1
5335,Premium,713,11,6.2,44,0,0,Yes,0
5336,Premium,726,34,1.9,19,1,0,No,0
5337,Basic,202,35,7.5,50,2,1,No,1
5338,Standard,434,5,7.6,54,1,1,No,1
5339,Premium,817,11,9.0,46,0,2,No,1
5340,Basic,263,12,7.1,37,1,1,No,0
5341,Premium,796,19,5.3,12,1,0,No,0
5342,Premium,745,13,4.0,55,0,0,Yes,0
5343,Basic,279,4,4.4,17,0,1,No,0
5344,Basic,237,14,5.8,17,0,0,No,0
5345,Premium,736,2,4.3,0,0,0,Yes,0
5346,Standard,442,8,4.5,31,1,0,Yes,0
5347,Basic,249,22,5.9,52,2,0,No,0
5348,Basic,295,13,2.8,54,2,0,No,0
5349,Basic,283,21,4.0,24,4,0,Yes,1
5350,Standard,424,21,6.4,20,2,0,No,0
5351,Standard,434,28,6.5,26,0,0,No,0
5352,Premium,895,33,7.7,10,1,0,Yes,0
5353,Basic,295,29,6.3,47,0,0,No,0
5354,Standard,399,22,6.1,0,0,0,Yes,0
5355,Standard,451,26,7.3,18,0,1,No,0
5356,Basic,204,11,6.4,31,2,0,No,1
5357,Basic,235,11,4.1,7,1,0,Yes,1
5358,Premium,700,34,4.4,18,1,0,No,0
5359,Premium,821,19,9.4,54,2,0,Yes,1
5360,Standard,467,14,12.4,15,0,0,No,0
5361,Standard,488,29,7.5,57,2,0,No,0
5362,Basic,239,19,4.0,34,0,0,No,0
5363,Standard,449,21,9.8,1,1,0,No,1
5364,Standard,445,24,5.1,11,0,0,Yes,0
5365,Standard,411,26,6.8,28,1,2,No,0
5366,Premium,767,12,6.0,9,0,0,No,0
5367,Standard,464,19,6.4,21,1,0,No,0
5368,Basic,257,30,5.1,33,0,2,No,0
5369,Standard,466,15,8.6,57,0,0,No,0
5370,Basic,257,3,5.6,20,3,0,No,0
5371,Basic,289,13,7.2,36,2,1,No,0
5372,Basic,208,9,7.2,4,1,0,No,0
5373,Basic,211,13,5.8,5,0,0,No,0
5374,Standard,400,16,3.0,31,1,1,Yes,0
5375,Standard,488,14,4.3,2,0,1,Yes,1
5376,Standard,413,8,7.4,9,1,0,No,0
5377,Standard,444,19,6.6,4,1,0,No,0
5378,Basic,255,32,4.4,23,0,0,No,0
5379,Premium,836,35,6.1,19,2,0,No,0
5380,Basic,220,23,6.4,36,0,0,Yes,0
5381,Basic,287,21,7.2,30,0,1,No,1
5382,Standard,477,18,9.6,46,2,1,No,0
5383,Basic,275,14,1.4,16,2,0,No,0
5384,Basic,206,16,8.4,48,2,0,No,0
5385,Standard,419,24,6.4,23,1,1,No,0
5386,Standard,483,32,3.9,17,1,0,No,0
5387,Basic,220,11,6.3,25,1,0,No,1
5388,Premium,808,11,8.9,41,2,0,Yes,0
5389,Standard,495,4,9.5,54,2,0,No,0
5390,Premium,743,26,4.0,6,0,2,No,0
5391,Basic,289,5,4.3,42,0,0,No,0
5392,Standard,438,33,3.4,13,2,1,No,0
5393,Premium,812,14,6.5,40,0,0,No,0
5394,Standard,420,32,6.6,48,1,0,No,0
5395,Standard,428,7,8.0,1,3,2,No,0
5396,Basic,260,10,6.9,29,0,0,No,0
5397,Basic,271,2,7.8,48,0,2,No,0
5398,Standard,443,10,3.2,16,2,0,No,0
5399,Basic,233,35,9.5,58,2,1,No,0
5400,Premium,740,21,8.6,19,1,0,Yes,0
5401,Basic,203,8,4.9,55,1,0,No,0
5402,Premium,725,18,4.4,9,1,2,No,1
5403,Premium,896,9,7.5,23,1,1,Yes,1
5404,Basic,260,30,2.9,43,1,0,No,1
5405,Basic,230,4,4.5,11,2,2,No,0
5406,Premium,834,35,3.9,26,0,1,Yes,0
5407,Premium,801,14,5.8,14,2,1,No,1
5408,Basic,283,14,5.1,8,1,1,No,1
5409,Basic,216,20,4.4,17,1,2,No,0
5410,Standard,476,29,4.2,47,1,0,No,0
5411,Standard,413,23,4.7,6,2,1,No,1
5412,Basic,224,21,3.6,27,4,0,No,0
5413,Standard,451,31,7.1,45,2,1,Yes,0
5414,Basic,242,32,8.3,35,2,0,No,0
5415,Basic,230,7,6.8,2,1,1,No,0
5416,Basic,226,13,8.8,43,1,0,No,1
5417,Basic,237,23,4.3,15,0,0,No,0
5418,Basic,230,8,4.5,35,2,0,Yes,0
5419,Standard,475,12,6.9,3,1,0,No,1
5420,Basic,277,16,7.1,34,2,1,Yes,0
5421,Basic,216,26,6.0,8,2,1,No,0
5422,Basic,268,29,6.0,55,0,0,No,0
5423,Premium,817,29,3.9,45,1,1,Yes,1
5424,Basic,209,6,0.7,11,1,1,Yes,1
5425,Basic,230,33,7.1,9,1,1,No,0
5426,Standard,418,31,8.0,45,3,1,No,1
5427,Premium,795,18,5.1,43,0,0,No,0
5428,Basic,238,31,4.9,43,1,0,No,0
5429,Standard,406,16,4.7,1,2,3,No,1
5430,Standard,433,14,5.2,18,0,0,No,1
5431,Standard,467,4,8.0,12,5,0,No,0
5432,Basic,297,30,4.1,41,2,0,No,0
5433,Standard,476,33,7.3,54,1,1,No,1
5434,Basic,219,30,5.0,52,1,2,No,1
5435,Standard,422,14,2.0,32,2,0,No,0
5436,Standard,415,23,5.3,0,2,0,Yes,0
5437,Basic,216,28,9.3,27,1,0,No,0
5438,Premium,838,7,4.6,39,1,1,No,0
5439,Basic,214,10,5.5,5,2,0,No,0
5440,Premium,702,4,6.0,51,1,0,No,1
5441,Standard,487,13,6.4,2,3,0,No,0
5442,Basic,232,21,9.1,44,1,0,No,1
5443,Basic,290,33,4.4,24,2,0,No,0
5444,Premium,872,28,6.0,56,3,0,No,1
5445,Basic,273,23,7.5,43,2,2,No,1
5446,Basic,275,32,4.6,51,1,0,No,0
5447,Basic,229,5,6.1,15,2,0,No,1
5448,Standard,423,26,8.0,42,2,0,No,0
5449,Standard,472,26,5.0,55,1,0,Yes,0
5450,Basic,222,3,5.7,3,2,1,No,0
5451,Basic,263,24,3.7,7,0,0,Yes,0
5452,Basic,223,34,7.9,38,4,2,No,1
5453,Basic,226,34,6.3,15,2,0,Yes,0
5454,Basic,234,20,5.1,43,2,0,No,1
5455,Standard,480,30,5.4,37,2,0,No,0
5456,Basic,204,20,6.0,22,2,0,Yes,0
5457,Basic,264,18,6.7,5,2,0,No,0
5458,Basic,265,20,4.7,42,1,0,No,0
5459,Premium,770,6,4.9,43,3,0,Yes,1
5460,Premium,793,25,5.5,15,1,0,No,1
5461,Premium,746,3,6.3,53,1,0,No,0
5462,Basic,281,19,9.2,15,0,0,No,0
5463,Basic,268,10,4.4,22,0,1,Yes,0
5464,Basic,276,5,2.7,15,2,0,No,0
5465,Basic,265,22,8.8,35,0,0,No,1
5466,Standard,446,9,4.2,11,3,1,No,0
5467,Standard,463,33,8.9,36,0,2,No,1
5468,Premium,870,15,8.5,8,4,1,No,1
5469,Premium,761,24,7.1,17,0,0,No,0
5470,Basic,244,30,8.4,8,0,1,Yes,0
5471,Standard,417,6,2.3,47,0,0,Yes,1
5472,Basic,262,15,3.3,20,2,1,No,0
5473,Basic,281,22,6.6,57,1,1,No,1
5474,Standard,471,3,5.2,0,0,0,No,0
5475,Basic,269,29,4.4,58,2,0,No,0
5476,Basic,248,29,7.6,22,0,0,No,0
5477,Basic,261,31,6.5,4,2,1,No,0
5478,Standard,439,2,8.1,18,0,0,No,0
5479,Standard,405,35,5.3,34,2,0,No,0
5480,Basic,207,9,6.0,32,0,2,Yes,0
5481,Premium,702,22,9.1,54,0,1,Yes,0
5482,Basic,287,19,3.4,45,1,0,No,0
5483,Basic,247,10,5.8,17,0,0,Yes,0
5484,Standard,474,21,4.3,39,3,0,Yes,1
5485,Standard,404,17,9.4,13,1,0,No,1
5486,Premium,780,3,10.8,19,1,0,No,0
5487,Basic,219,7,6.4,51,0,1,Yes,1
5488,Standard,413,3,7.0,12,0,0,No,0
5489,Standard,465,13,5.8,58,2,0,No,0
5490,Premium,892,30,5.7,52,1,0,No,1
5491,Basic,254,23,6.2,15,0,0,No,0
5492,Standard,466,7,3.3,40,1,1,Yes,0
5493,Standard,430,30,7.3,30,2,0,No,0
5494,Basic,264,29,4.0,38,0,0,No,0
5495,Standard,427,8,5.3,34,2,0,No,1
5496,Basic,264,10,6.1,19,0,2,No,0
5497,Standard,432,33,4.5,56,1,1,Yes,0
5498,Premium,725,20,7.2,0,1,0,Yes,0
5499,Standard,458,29,5.0,55,2,0,No,1
5500,Standard,437,29,8.1,39,1,0,Yes,0
5501,Standard,442,21,4.3,45,3,1,No,1
5502,Basic,280,1,5.7,12,0,0,No,0
5503,Basic,234,34,3.9,6,2,1,No,0
5504,Standard,417,32,8.0,44,2,0,Yes,0
5505,Basic,289,14,5.4,21,1,0,Yes,1
5506,Basic,243,35,4.9,6,1,1,No,0
5507,Standard,482,24,5.6,57,0,0,No,1
5508,Basic,219,1,5.8,19,2,0,No,1
5509,Basic,221,6,6.8,51,1,0,Yes,1
5510,Standard,492,4,7.1,36,2,0,No,0
5511,Basic,287,1,5.7,35,1,0,Yes,0
5512,Premium,853,31,5.9,3,0,0,No,0
5513,Premium,796,9,0.5,56,1,2,Yes,0
5514,Standard,470,23,5.1,5,3,1,No,0
5515,Basic,217,31,8.9,45,1,0,No,0
5516,Standard,439,29,6.9,2,0,1,Yes,0
5517,Premium,724,21,3.9,2,1,1,Yes,0
5518,Standard,426,3,5.2,57,1,0,No,0
5519,Basic,262,26,4.8,55,1,0,No,0
5520,Standard,466,6,8.1,2,2,0,No,0
5521,Premium,778,20,7.9,35,0,0,Yes,0
5522,Standard,449,13,4.4,53,1,0,No,0
5523,Standard,472,23,6.0,8,3,0,Yes,0
5524,Standard,446,15,3.7,53,0,0,No,0
5525,Standard,408,31,4.7,15,2,0,Yes,0
5526,Basic,271,4,4.8,50,4,1,No,1
5527,Standard,437,11,4.6,15,2,0,No,0
5528,Basic,298,2,6.7,11,1,0,No,1
5529,Basic,298,16,8.7,37,0,1,No,0
5530,Basic,217,31,5.9,19,2,1,No,1
5531,Standard,462,4,3.9,52,0,2,No,0
5532,Basic,217,28,6.4,30,0,1,No,0
5533,Standard,474,16,6.4,29,0,0,No,0
5534,Standard,460,25,5.6,20,2,2,Yes,0
5535,Basic,211,13,9.7,2,1,2,No,0
5536,Basic,223,5,6.5,20,3,0,Yes,0
5537,Basic,298,30,7.1,27,2,1,Yes,0
5538,Premium,787,1,1.5,27,0,0,No,0
5539,Standard,490,5,4.1,4,0,1,No,1
5540,Standard,440,14,7.0,6,1,0,Yes,1
5541,Basic,237,11,6.6,56,1,1,No,1
5542,Standard,428,34,5.2,4,1,0,No,0
5543,Premium,831,29,6.9,8,2,0,No,0
5544,Premium,779,18,7.9,46,1,1,No,0
5545,Standard,416,15,5.1,20,0,0,No,0
5546,Basic,219,25,4.8,19,0,2,No,0
5547,Basic,284,30,5.5,37,0,0,No,0
5548,Basic,248,2,7.0,39,0,0,Yes,0
5549,Basic,204,27,4.9,51,1,1,No,0
5550,Basic,248,15,7.7,36,0,0,No,1
5551,Basic,278,32,5.0,57,0,2,No,1
5552,Basic,264,20,4.9,16,0,1,Yes,0
5553,Premium,813,14,10.7,41,1,1,No,0
5554,Standard,399,27,3.5,27,0,1,Yes,0
5555,Premium,883,3,7.6,30,0,0,Yes,0
5556,Standard,428,3,2.4,32,0,2,Yes,0
5557,Basic,256,13,7.3,31,1,0,No,1
5558,Standard,450,25,11.4,31,0,1,No,0
5559,Basic,235,18,8.1,47,6,0,No,0
5560,Standard,446,1,8.7,55,4,1,Yes,0
5561,Basic,285,5,5.8,22,0,1,No,0
5562,Premium,827,2,7.9,20,1,0,Yes,0
5563,Basic,217,30,6.5,24,3,0,No,1
5564,Basic,244,17,10.1,32,0,1,Yes,1
5565,Premium,893,29,3.8,2,2,0,No,0
5566,Basic,200,4,8.4,5,0,2,No,0
5567,Standard,454,9,6.9,48,2,1,No,0
5568,Standard,415,21,4.2,27,2,0,Yes,1
5569,Premium,790,12,5.5,53,1,0,No,0
5570,Premium,780,12,2.8,1,1,0,Yes,0
5571,Premium,777,4,0.5,31,1,2,Yes,0
5572,Basic,220,28,3.6,25,1,1,No,0
5573,Premium,803,9,5.2,4,2,1,No,0
5574,Standard,425,32,6.2,10,2,1,No,0
5575,Standard,453,13,3.4,9,2,0,No,0
5576,Basic,230,34,5.4,14,0,0,No,0
5577,Standard,458,19,6.5,17,1,0,Yes,0
5578,Premium,807,14,4.8,48,1,0,No,0
5579,Premium,854,5,3.8,13,0,0,Yes,1
5580,Basic,226,27,4.5,27,2,2,Yes,1
5581,Basic,272,28,8.7,29,2,0,No,0
5582,Basic,282,26,2.5,59,1,0,No,1
5583,Premium,851,10,8.3,12,1,0,No,0
5584,Standard,483,24,8.7,19,2,1,Yes,0
5585,Standard,476,17,5.3,1,1,1,No,1
5586,Basic,284,16,6.9,24,2,1,No,0
5587,Basic,224,17,4.4,43,3,0,No,0
5588,Standard,473,1,6.5,58,0,0,No,0
5589,Premium,817,21,10.5,42,3,0,No,0
5590,Standard,469,22,8.5,50,2,0,No,0
5591,Basic,215,5,5.0,11,2,1,Yes,1
5592,Standard,480,21,3.4,24,0,0,No,1
5593,Basic,205,9,5.4,3,3,0,No,0
5594,Premium,882,27,6.5,41,0,0,No,0
5595,Basic,262,12,7.4,11,0,0,No,0
5596,Standard,418,18,5.8,6,2,0,No,1
5597,Basic,236,35,9.6,54,1,1,No,1
5598,Standard,473,15,6.1,37,0,0,Yes,1
5599,Standard,456,30,5.0,39,0,0,No,0
5600,Standard,414,33,7.0,58,1,0,No,0
5601,Basic,249,30,7.4,31,1,0,No,0
5602,Basic,225,26,4.5,42,3,0,No,0
5603,Basic,249,21,4.1,5,1,2,Yes,0
5604,Standard,473,31,2.7,56,2,0,No,1
5605,Basic,214,17,5.4,52,0,0,No,1
5606,Standard,485,17,8.4,26,1,0,No,0
5607,Premium,886,34,7.3,34,1,0,No,0
5608,Premium,821,24,8.2,20,2,0,No,0
5609,Basic,274,33,4.7,19,0,1,No,0
5610,Standard,438,4,5.7,18,2,0,No,1
5611,Basic,265,9,2.2,32,3,1,No,1
5612,Standard,400,2,8.0,55,2,0,No,0
5613,Premium,800,35,8.7,3,1,2,Yes,1
5614,Basic,246,15,3.9,59,2,0,No,1
5615,Basic,250,3,9.3,18,2,0,No,0
5616,Premium,850,31,5.5,59,0,0,Yes,0
5617,Premium,791,23,3.8,51,3,0,No,0
5618,Basic,296,12,5.4,48,2,0,Yes,0
5619,Standard,482,8,7.3,27,3,2,Yes,1
5620,Basic,280,21,5.9,21,4,1,No,1
5621,Basic,276,21,4.8,50,0,0,Yes,1
5622,Premium,700,32,7.2,23,3,2,Yes,0
5623,Premium,763,17,7.4,58,2,0,Yes,0
5624,Standard,418,24,5.7,45,0,2,No,0
5625,Basic,232,8,5.3,29,0,0,Yes,0
5626,Premium,739,18,4.9,28,0,0,No,0
5627,Basic,239,11,7.0,9,0,1,Yes,0
5628,Basic,273,10,2.8,52,0,0,Yes,1
5629,Standard,489,26,4.5,31,1,0,No,0
5630,Basic,221,6,5.7,8,1,0,No,0
5631,Standard,436,17,4.4,24,1,0,Yes,0
5632,Standard,442,23,6.5,15,2,0,No,0
5633,Basic,265,28,6.3,14,0,0,No,0
5634,Basic,260,16,11.0,58,1,0,Yes,1
5635,Basic,210,12,4.5,47,0,1,No,1
5636,Basic,228,21,6.0,17,1,0,No,0
5637,Standard,493,24,4.1,52,1,1,No,1
5638,Premium,785,28,9.9,22,0,0,No,0
5639,Basic,263,21,9.4,54,2,0,Yes,0
5640,Basic,239,33,2.9,41,0,1,Yes,0
5641,Standard,418,2,5.7,2,0,1,No,0
5642,Premium,816,19,6.1,6,2,0,No,1
5643,Basic,204,28,5.3,38,0,0,Yes,0
5644,Basic,273,15,5.0,51,1,2,No,1
5645,Standard,497,1,7.5,10,2,0,No,0
5646,Basic,202,28,9.6,54,1,0,No,0
5647,Basic,291,35,7.6,23,1,0,Yes,0
5648,Standard,408,32,7.7,34,1,1,No,0
5649,Standard,449,28,5.3,49,2,1,Yes,0
5650,Standard,491,9,8.0,24,0,1,Yes,0
5651,Standard,436,24,8.0,27,0,0,No,0
5652,Standard,399,4,5.1,11,2,0,Yes,1
5653,Basic,206,3,5.5,22,1,0,Yes,0
5654,Basic,279,22,2.8,16,1,0,No,0
5655,Basic,281,25,3.3,57,0,0,No,0
5656,Basic,261,22,5.1,57,0,0,No,0
5657,Standard,431,34,3.9,40,3,0,No,0
5658,Premium,841,20,7.6,36,2,2,No,0
5659,Premium,729,27,5.7,17,2,0,No,1
5660,Standard,419,32,7.1,54,2,0,No,0
5661,Basic,201,29,3.6,8,1,1,No,0
5662,Basic,264,32,8.6,44,1,1,Yes,1
5663,Premium,733,24,7.0,34,0,0,No,1
5664,Standard,439,3,6.8,35,3,0,No,0
5665,Standard,457,27,7.9,56,0,0,No,0
5666,Standard,414,9,6.6,17,2,1,No,0
5667,Standard,454,23,4.0,19,0,0,No,0
5668,Premium,743,7,7.3,20,3,2,No,0
5669,Basic,257,17,4.4,46,1,0,No,0
5670,Standard,448,7,6.4,19,0,1,No,1
5671,Premium,710,30,4.5,54,1,2,No,0
5672,Basic,290,13,9.3,5,0,1,No,0
5673,Standard,410,18,7.3,8,0,0,No,0
5674,Basic,231,31,8.0,42,2,1,No,0
5675,Premium,875,22,4.5,28,4,0,No,1
5676,Basic,219,14,6.6,28,0,0,No,0
5677,Standard,458,18,6.4,12,1,1,Yes,0
5678,Basic,250,35,6.2,35,1,0,No,0
5679,Standard,452,17,2.1,26,3,0,No,0
5680,Basic,237,19,9.9,46,0,0,No,0
5681,Basic,247,31,5.9,56,0,0,Yes,0
5682,Standard,462,15,7.0,48,0,0,Yes,0
5683,Premium,798,29,3.4,43,0,0,No,0
5684,Basic,284,16,8.9,5,1,0,Yes,0
5685,Basic,224,33,8.8,38,2,2,No,0
5686,Standard,469,25,7.7,56,1,0,Yes,1
5687,Standard,405,16,6.5,31,1,1,No,1
5688,Premium,898,30,10.7,48,1,1,No,1
5689,Basic,260,34,8.0,42,2,0,No,1
5690,Standard,488,2,3.3,43,3,2,No,0
5691,Basic,286,18,6.4,27,0,1,Yes,0
5692,Basic,222,5,7.2,44,1,2,No,0
5693,Standard,438,6,6.2,0,2,0,No,0
5694,Standard,474,12,7.1,49,1,1,No,0
5695,Standard,445,12,8.9,53,2,0,Yes,0
5696,Basic,206,12,5.6,50,3,0,No,1
5697,Basic,252,9,5.2,42,1,0,No,0
5698,Basic,207,22,3.8,30,0,0,No,1
5699,Premium,701,16,2.3,29,2,0,No,0
5700,Basic,252,4,5.4,53,1,0,Yes,0
5701,Basic,219,3,4.6,17,1,0,No,0
5702,Basic,293,16,5.6,28,0,0,No,0
5703,Standard,446,14,4.8,41,0,0,Yes,1
5704,Basic,245,4,3.9,37,2,1,No,0
5705,Premium,894,2,4.9,22,0,0,No,0
5706,Basic,282,10,7.0,21,0,2,No,1
5707,Premium,889,11,4.9,1,0,1,No,0
5708,Basic,214,26,5.6,4,3,0,No,0
5709,Standard,472,26,10.2,41,0,1,No,1
5710,Premium,805,4,8.2,14,1,0,No,0
5711,Basic,288,26,6.5,31,0,0,Yes,0
5712,Premium,791,28,6.5,45,1,2,No,0
5713,Standard,403,2,4.6,5,0,1,No,0
5714,Premium,837,2,5.2,13,1,0,No,0
5715,Standard,427,16,5.4,23,2,1,No,0
5716,Basic,277,23,6.2,56,5,1,No,1
5717,Basic,268,23,5.9,20,2,0,No,0
5718,Basic,246,13,3.7,13,4,1,No,0
5719,Basic,213,21,7.2,11,2,1,Yes,1
5720,Basic,282,25,4.9,54,1,0,No,0
5721,Basic,232,13,9.8,3,1,0,Yes,0
5722,Basic,258,15,8.5,57,1,1,No,0
5723,Standard,460,28,2.7,43,0,2,No,0
5724,Basic,200,3,5.5,20,3,0,No,1
5725,Basic,278,23,9.2,16,2,1,No,0
5726,Standard,417,4,7.3,28,1,0,No,0
5727,Basic,296,3,6.2,50,1,1,No,0
5728,Basic,247,8,1.3,15,1,1,No,0
5729,Basic,276,25,5.6,17,0,0,No,0
5730,Premium,726,12,6.4,37,0,0,No,0
5731,Premium,746,5,1.9,40,1,0,Yes,0
5732,Basic,294,33,7.2,57,0,0,No,0
5733,Standard,435,25,4.6,50,2,1,Yes,0
5734,Standard,472,25,6.6,43,0,2,No,1
5735,Standard,447,35,6.3,10,0,0,No,0
5736,Standard,446,15,5.5,31,1,0,Yes,0
5737,Standard,471,26,7.6,27,3,0,No,0
5738,Basic,286,10,6.6,15,0,0,No,1
5739,Basic,298,24,11.4,33,1,0,No,0
5740,Standard,427,35,9.6,49,1,0,Yes,1
5741,Premium,886,29,4.0,29,2,0,No,1
5742,Standard,427,5,8.4,37,1,1,No,0
5743,Premium,756,24,4.5,57,3,0,Yes,1
5744,Premium,746,19,3.7,21,1,1,No,0
5745,Basic,221,9,3.0,4,0,0,Yes,0
5746,Standard,425,26,5.3,8,2,0,No,0
5747,Standard,493,25,8.0,12,1,1,No,0
5748,Premium,705,35,6.3,38,1,1,No,0
5749,Premium,747,14,7.0,22,0,0,No,0
5750,Standard,452,6,0.5,26,1,0,Yes,1
5751,Basic,266,32,5.5,31,1,1,Yes,0
5752,Standard,476,26,3.9,30,2,0,No,0
5753,Basic,240,15,2.8,32,2,1,No,0
5754,Standard,472,31,3.6,41,1,0,No,1
5755,Premium,885,19,6.1,25,0,0,Yes,0
5756,Basic,242,14,7.3,17,0,1,No,0
5757,Standard,496,11,4.2,11,1,0,No,0
5758,Basic,224,27,7.2,2,2,0,No,0
5759,Basic,221,2,7.6,4,1,1,Yes,0
5760,Basic,271,22,6.7,13,2,0,No,0
5761,Standard,406,2,4.3,58,1,1,No,0
5762,Premium,751,20,5.0,46,0,1,No,0
5763,Premium,840,17,6.7,11,3,0,No,0
5764,Basic,269,4,4.6,3,0,1,Yes,0
5765,Premium,833,14,7.3,55,1,1,No,0
5766,Standard,407,7,3.8,15,0,0,No,0
5767,Basic,201,15,6.8,10,0,0,Yes,0
5768,Basic,276,30,7.8,35,1,0,Yes,0
5769,Basic,215,16,6.4,37,0,0,No,1
5770,Premium,870,2,4.0,56,0,0,No,0
5771,Standard,484,19,2.7,47,1,0,No,0
5772,Standard,444,1,3.8,1,0,1,No,1
5773,Basic,288,31,7.0,12,0,1,No,0
5774,Standard,456,4,5.6,7,1,0,No,1
5775,Basic,226,27,4.8,43,0,1,No,0
5776,Basic,212,25,6.8,20,1,1,Yes,0
5777,Standard,407,22,2.0,25,1,1,No,1
5778,Basic,224,10,5.5,37,1,0,No,0
5779,Premium,828,33,3.8,34,1,0,No,1
5780,Basic,273,30,3.3,14,2,1,No,0
5781,Standard,479,30,5.0,39,2,0,Yes,0
5782,Basic,232,16,10.9,29,2,1,Yes,0
5783,Standard,417,9,7.3,1,3,1,No,0
5784,Basic,237,17,3.7,15,2,0,No,0
5785,Basic,280,35,8.4,12,4,1,No,0
5786,Premium,711,15,3.4,0,0,0,No,0
5787,Basic,203,28,9.0,42,1,1,No,0
5788,Premium,748,20,4.2,27,0,0,No,0
5789,Premium,721,33,6.2,0,0,0,No,0
5790,Basic,286,33,10.2,39,2,2,Yes,0
5791,Basic,227,13,5.3,33,0,1,Yes,0
5792,Standard,470,4,9.7,12,3,3,No,0
5793,Premium,852,23,5.9,52,1,0,No,0
5794,Premium,755,8,5.8,1,1,1,Yes,0
5795,Standard,399,13,4.2,58,1,0,No,0
5796,Standard,426,24,8.8,3,1,1,No,0
5797,Basic,260,30,5.0,24,0,0,No,0
5798,Premium,745,30,9.8,33,2,0,Yes,0
5799,Premium,776,25,4.7,12,0,0,No,0
5800,Basic,296,33,5.1,35,1,0,No,0
5801,Basic,257,9,8.0,31,0,1,Yes,1
5802,Basic,229,26,5.8,57,3,1,Yes,0
5803,Basic,268,24,6.6,20,0,0,No,0
5804,Premium,824,33,3.4,25,1,0,No,0
5805,Basic,247,25,6.2,14,1,0,No,0
5806,Basic,203,15,6.7,28,1,0,No,1
5807,Basic,229,6,9.4,25,1,1,Yes,0
5808,Premium,735,20,5.0,20,2,0,No,1
5809,Standard,477,16,6.7,11,2,2,No,0
5810,Basic,213,21,8.4,11,2,0,Yes,0
5811,Basic,250,15,6.1,4,0,2,No,1
5812,Premium,895,4,8.2,41,1,1,No,1
5813,Premium,837,24,11.0,25,2,0,No,0
5814,Basic,241,3,6.1,31,0,0,No,0
5815,Basic,268,1,8.6,1,1,2,No,1
5816,Basic,221,30,7.0,7,0,1,Yes,0
5817,Basic,238,13,7.7,26,2,1,Yes,1
5818,Standard,461,18,7.4,36,0,0,No,0
5819,Premium,828,11,8.1,53,0,0,No,1
5820,Standard,477,29,8.0,7,0,1,Yes,0
5821,Premium,785,4,5.9,23,1,0,No,1
5822,Basic,284,25,4.9,12,0,1,No,0
5823,Standard,471,28,6.9,28,5,1,No,0
5824,Standard,445,8,3.1,12,1,0,No,0
5825,Basic,228,21,7.2,57,3,0,No,1
5826,Basic,214,35,7.5,22,2,0,No,0
5827,Standard,457,18,5.6,46,1,0,Yes,0
5828,Basic,245,25,6.1,14,1,0,Yes,0
5829,Basic,228,5,7.8,23,2,1,No,0
5830,Standard,407,8,7.5,57,0,2,Yes,0
5831,Premium,763,23,7.9,42,1,2,No,0
5832,Standard,457,3,7.6,22,2,1,No,0
5833,Premium,800,31,6.2,9,0,1,No,0
5834,Basic,262,29,6.0,37,0,0,No,0
5835,Standard,406,20,6.8,4,2,0,No,1
5836,Standard,450,3,8.9,4,0,0,Yes,0
5837,Premium,844,23,6.5,30,1,0,Yes,0
5838,Basic,289,21,8.6,39,3,2,No,0
5839,Standard,480,13,1.9,0,1,0,No,0
5840,Standard,494,8,6.6,1,0,0,No,0
5841,Basic,256,5,6.2,48,1,0,No,1
5842,Basic,247,25,2.7,28,1,0,Yes,0
5843,Basic,230,5,3.0,57,1,0,Yes,0
5844,Basic,246,8,6.9,6,0,1,No,0
5845,Premium,743,4,6.2,28,3,2,No,0
5846,Basic,252,22,7.6,56,3,0,No,1
5847,Basic,298,14,0.8,54,0,1,No,1
5848,Standard,498,19,8.1,8,0,1,No,0
5849,Basic,283,13,8.2,35,0,0,No,0
5850,Standard,444,35,3.2,6,1,0,Yes,1
5851,Basic,294,4,8.8,27,1,1,Yes,1
5852,Premium,857,33,9.6,9,1,1,No,0
5853,Premium,863,22,3.3,15,1,0,Yes,0
5854,Premium,842,1,6.2,9,0,0,No,1
5855,Basic,244,11,6.4,38,1,0,Yes,0
5856,Standard,444,16,2.4,57,1,0,Yes,0
5857,Basic,276,4,5.3,25,1,0,No,0
5858,Basic,286,29,8.8,33,3,1,Yes,0
5859,Basic,287,24,4.3,33,1,1,No,0
5860,Standard,459,9,9.7,39,2,0,Yes,0
5861,Standard,444,8,6.7,13,2,1,No,0
5862,Standard,449,14,4.4,17,0,0,No,0
5863,Basic,260,15,6.1,0,0,0,No,0
5864,Basic,233,22,3.1,16,2,1,No,0
5865,Standard,479,15,6.9,48,1,1,No,0
5866,Basic,240,6,5.6,21,0,2,Yes,1
5867,Standard,443,1,5.1,36,2,0,No,1
5868,Basic,266,20,3.1,15,2,0,No,0
5869,Premium,745,2,5.8,6,0,1,No,0
5870,Standard,477,6,6.4,14,2,0,Yes,1
5871,Basic,228,2,3.3,50,1,0,No,1
5872,Basic,222,3,8.2,20,3,2,Yes,1
5873,Standard,464,7,6.6,1,0,0,No,0
5874,Premium,869,20,4.3,58,0,2,No,1
5875,Basic,232,5,5.8,47,1,0,Yes,0
